,long_hair,forehead_width_cm,forehead_height_cm,nose_wide,nose_long,lips_thin,distance_nose_to_lip_long,gender,gender_predicted
1205,1,0.536585,0.55,0,0,0,1,0,0.0
4410,1,0.609756,0.3,1,1,1,1,1,1.0
4185,1,0.634146,0.4,0,0,0,0,0,0.0
2187,1,0.439024,0.75,1,1,1,1,1,1.0
3583,1,0.414634,0.5,1,0,1,1,1,1.0
1132,1,0.121951,0.5,1,1,1,0,1,1.0
1307,1,0.878049,0.8,1,1,1,1,1,1.0
1900,1,0.268293,0.25,1,1,1,1,1,1.0
584,1,0.268293,0.05,0,0,0,0,0,0.0
403,1,1.0,0.9,1,0,1,0,1,0.9828571428571429
2710,0,0.439024,0.45,0,0,0,1,0,0.0
43,1,0.02439,0.55,0,0,0,0,0,0.0
561,0,0.146341,0.35,0,0,0,0,0,0.0
1748,1,0.756098,0.45,1,1,1,1,1,1.0
3013,1,0.536585,0.55,0,1,1,1,1,1.0
2626,1,0.658537,0.55,0,0,0,1,0,0.0
2258,1,0.682927,0.6,0,1,0,0,0,0.011428571428571429
4917,1,0.414634,0.4,1,0,1,1,1,1.0
2290,1,0.341463,0.65,1,1,1,0,1,0.9514285714285714
2093,0,0.219512,0.2,0,0,0,0,0,0.0
675,1,0.414634,0.65,0,0,0,0,0,0.0
3387,1,0.341463,0.4,0,1,0,0,0,0.0
3107,1,0.414634,0.35,1,0,0,0,0,0.0
337,1,0.780488,0.8,1,1,1,1,1,1.0
4446,1,0.219512,0.3,0,1,0,0,0,0.0
2782,1,0.390244,0.25,1,1,1,1,1,1.0
1839,1,0.512195,0.5,0,0,0,0,0,0.0
1402,1,0.560976,0.45,0,0,0,1,0,0.0
3436,1,0.073171,0.35,0,0,0,0,0,0.0
3816,1,0.658537,0.2,1,1,1,1,1,1.0
1643,0,0.585366,0.3,1,1,0,0,1,0.21428571428571427
392,0,0.268293,0.3,1,1,1,1,1,1.0
167,1,0.04878,0.15,1,1,1,1,1,1.0
2116,1,0.634146,0.45,0,0,0,0,0,0.0
4451,1,0.414634,0.05,0,0,0,0,0,0.0
4257,1,0.707317,0.05,0,1,1,1,1,1.0
4903,1,0.463415,0.6,0,1,0,0,0,0.0
3333,1,0.536585,0.45,1,0,0,0,0,0.0
3956,1,0.926829,0.45,1,0,1,1,1,1.0
4843,1,0.097561,0.25,0,0,0,0,0,0.0
769,0,0.365854,0.45,0,0,0,0,0,0.0
2731,1,0.487805,0.4,1,1,0,0,1,0.34
4049,0,0.707317,0.4,1,1,1,1,1,1.0
1204,1,0.170732,0.45,1,1,1,1,1,1.0
974,1,0.463415,0.45,0,0,0,0,0,0.0
1331,1,0.560976,0.4,1,0,0,0,0,0.4187074829931973
1395,1,0.487805,0.25,1,0,0,0,0,0.0
623,1,0.195122,0.35,1,0,0,0,0,0.0
3392,1,0.487805,0.5,1,1,1,1,1,1.0
1592,1,0.146341,0.75,1,0,1,1,1,0.9942857142857143
161,1,0.634146,0.75,1,1,1,1,1,1.0
2990,1,0.146341,0.35,0,0,0,0,0,0.0
1164,1,0.731707,0.7,1,1,0,1,1,1.0
139,1,0.439024,0.25,1,0,1,1,1,1.0
4018,1,0.682927,0.95,1,1,1,0,1,1.0
3822,1,0.195122,0.85,1,1,1,1,1,1.0
3515,1,0.121951,0.65,0,0,1,0,0,0.0
853,1,0.219512,0.35,0,0,0,0,0,0.0
3660,1,0.365854,0.3,0,0,0,0,0,0.0
1357,1,0.926829,0.4,0,1,1,1,1,1.0
4373,1,0.902439,0.2,1,1,1,1,1,1.0
2173,1,0.0,0.0,1,0,0,1,0,0.5371428571428571
1364,0,0.317073,0.35,0,0,0,0,0,0.0
1949,1,0.439024,0.5,1,1,1,1,1,1.0
531,1,0.487805,0.0,0,0,0,0,0,0.0
1377,1,0.317073,0.9,0,1,1,1,1,1.0
1339,1,0.512195,0.4,0,0,1,0,0,0.0
4931,1,0.780488,0.1,0,1,1,1,1,1.0
2220,1,0.560976,0.7,0,1,0,0,0,0.002857142857142857
1435,1,0.707317,0.55,0,1,0,0,0,0.0
596,1,0.097561,0.35,0,0,0,0,0,0.0
2822,1,0.195122,0.85,1,1,1,1,1,1.0
2872,1,0.146341,0.0,1,1,1,1,1,1.0
4154,1,0.219512,0.7,0,0,0,1,0,0.0
2203,1,0.097561,0.7,0,1,0,1,0,0.08528571428571428
4031,0,0.560976,0.1,1,1,1,1,1,1.0
3998,1,0.390244,0.4,1,1,1,1,1,1.0
2089,1,0.146341,0.0,0,1,0,0,0,0.0
162,1,0.707317,0.05,1,1,1,1,1,1.0
3877,1,0.512195,0.25,0,0,0,0,0,0.0
850,1,0.146341,0.05,0,1,0,0,0,0.0
3130,1,0.195122,0.65,0,0,0,0,0,0.0
4605,1,0.902439,0.7,0,1,1,1,1,1.0
2259,1,0.365854,0.1,0,0,0,0,0,0.0
153,0,0.268293,0.85,1,1,0,1,1,1.0
2247,1,0.463415,0.25,0,0,0,0,0,0.0
4886,1,0.365854,0.05,1,1,0,1,1,0.9142857142857143
2968,1,0.902439,0.25,1,1,1,1,1,1.0
1874,1,0.365854,0.45,1,1,1,1,1,1.0
3837,1,0.658537,0.25,1,1,1,1,1,1.0
652,1,0.195122,0.3,1,0,0,0,0,0.0
3431,1,0.146341,0.35,1,1,0,1,1,1.0
436,1,0.780488,0.7,1,1,1,1,1,1.0
4069,1,0.390244,0.35,1,1,1,1,1,1.0
117,1,0.707317,0.5,0,0,0,0,0,0.0
4485,0,0.04878,0.5,0,1,1,1,1,0.96
2132,0,0.121951,0.75,1,1,1,1,1,1.0
2639,1,0.0,0.05,0,1,0,0,0,0.0
2085,1,0.95122,0.05,1,1,1,1,1,1.0
1568,1,0.536585,0.0,1,1,1,1,1,1.0
274,1,0.390244,0.45,1,1,1,1,1,1.0
250,1,0.390244,0.6,0,0,1,1,0,0.2742857142857143
3692,1,0.512195,0.5,0,0,0,0,0,0.0
676,1,0.707317,0.3,0,0,0,0,0,0.0
134,1,0.073171,0.6,1,0,0,0,1,0.0
556,1,0.243902,0.3,1,1,1,1,1,1.0
3795,1,0.365854,0.85,0,1,1,1,1,1.0
845,0,0.536585,0.3,1,1,1,1,1,1.0
3045,1,0.365854,0.3,0,0,0,0,0,0.0
953,0,0.658537,0.2,1,0,0,0,0,0.0
1887,1,0.487805,0.2,0,0,0,0,0,0.0
874,1,0.04878,0.35,1,1,1,1,1,1.0
1174,1,0.195122,0.2,0,0,0,1,0,0.0
4105,1,0.682927,0.2,0,0,0,0,0,0.0
1294,1,0.243902,0.3,0,0,0,0,0,0.0
314,1,0.926829,0.45,1,1,1,1,1,1.0
443,1,0.365854,0.3,1,1,1,1,1,1.0
1743,1,0.073171,0.5,0,0,0,0,0,0.0
2855,1,0.853659,1.0,1,1,1,1,1,1.0
4644,1,0.512195,0.45,1,1,0,1,1,0.8571428571428571
814,1,0.926829,0.65,1,1,1,1,1,1.0
4707,1,0.682927,0.5,0,0,1,0,0,0.0
4909,1,0.0,0.25,0,0,1,0,0,0.0
4129,1,0.073171,0.15,1,1,1,1,1,1.0
2743,1,0.219512,0.7,1,0,1,0,1,0.24
3113,1,0.170732,0.25,1,1,1,1,1,1.0
4933,1,0.707317,0.7,0,0,1,1,1,0.2057142857142857
1817,1,1.0,0.0,1,0,1,1,1,1.0
2476,1,0.146341,0.55,0,0,0,0,0,0.0
3707,1,0.04878,0.0,0,0,0,0,0,0.0
4003,1,0.04878,0.0,0,1,0,0,0,0.0
2204,1,0.439024,0.4,0,1,1,1,1,1.0
3307,0,0.682927,0.7,1,1,1,1,1,1.0
2295,1,0.853659,0.6,1,1,1,0,1,1.0
766,1,0.95122,0.55,1,0,1,1,1,0.9871428571428571
4815,1,0.219512,0.2,1,0,1,1,1,1.0
4071,1,0.487805,0.05,0,0,1,0,0,0.014285714285714285
2671,1,0.585366,0.0,1,1,1,1,1,1.0
1740,1,0.560976,0.65,0,0,0,0,0,0.0007142857142857143
1514,1,0.146341,0.3,0,0,0,0,0,0.0
2121,0,0.463415,0.0,0,0,1,1,1,0.6285714285714286
209,1,0.073171,0.2,0,0,1,0,0,0.0
1693,1,0.292683,0.1,0,0,0,0,0,0.0
4406,1,0.585366,0.8,1,0,1,1,1,0.7578333333333332
4656,1,0.658537,0.4,1,1,1,1,1,1.0
1512,1,0.707317,0.6,1,0,0,1,1,0.38571428571428573
2435,1,0.170732,0.5,1,1,1,1,1,1.0
2044,1,0.487805,0.75,1,1,0,1,1,1.0
350,1,0.195122,0.15,0,0,0,1,0,0.0
751,1,0.292683,0.15,0,0,0,0,0,0.0
2372,1,0.512195,0.45,1,1,1,1,1,1.0
2717,0,0.04878,0.15,0,0,0,0,0,0.0
3351,1,0.634146,0.25,1,1,1,1,1,1.0
2893,1,0.02439,0.6,0,1,0,0,0,0.0
253,0,0.414634,0.9,1,0,1,1,1,1.0
177,1,0.146341,0.2,1,1,1,1,1,1.0
2851,1,0.682927,0.25,1,1,1,0,1,1.0
320,1,0.560976,0.5,0,0,0,0,0,0.15114242899957195
558,1,0.560976,0.4,0,0,0,0,0,0.004285714285714286
3872,1,0.634146,0.75,1,1,1,1,1,1.0
4308,1,0.268293,0.5,0,0,0,0,0,0.0
4006,1,0.292683,0.8,1,1,1,1,1,1.0
490,1,0.243902,0.85,1,0,0,1,1,0.9828571428571429
3138,1,0.463415,0.7,0,0,0,0,0,0.0
1612,1,0.243902,0.15,0,0,0,0,0,0.0
4072,1,0.243902,0.6,0,1,1,1,0,1.0
28,1,1.0,0.3,1,1,1,0,1,0.9971428571428571
3694,1,0.170732,0.5,0,0,1,0,0,0.0
1247,1,0.317073,0.5,0,0,0,0,0,0.0
1302,1,0.243902,0.7,0,0,0,0,0,0.0
3613,1,0.317073,0.4,1,1,1,1,1,1.0
1215,1,0.463415,0.15,1,0,0,0,0,0.0
1757,0,0.097561,0.95,1,1,1,0,1,1.0
4319,1,0.390244,0.6,0,0,0,0,0,0.0
1011,1,0.097561,0.8,1,0,1,1,1,0.9885714285714285
2818,0,0.243902,0.1,0,1,0,0,0,0.0
3425,1,0.341463,0.0,0,0,0,0,0,0.0
1422,1,1.0,0.75,1,1,1,0,1,1.0
2032,0,0.243902,0.7,0,1,1,1,1,1.0
4470,0,0.634146,0.8,1,1,1,1,1,1.0
1319,0,0.487805,0.1,0,0,0,0,0,0.0
2510,1,0.609756,0.65,1,1,1,1,1,1.0
782,0,0.292683,0.15,0,0,0,0,0,0.0
728,0,1.0,0.6,1,0,0,1,1,0.9685714285714285
4275,1,0.04878,0.45,0,0,0,0,0,0.0
1625,1,0.04878,1.0,1,1,1,0,1,1.0
437,0,0.463415,0.0,0,0,0,1,0,0.0
3290,0,0.219512,0.65,0,0,0,0,0,0.0
4089,1,0.512195,0.4,1,0,0,0,0,0.0
1504,0,0.878049,0.8,1,1,0,1,1,1.0
4448,1,0.073171,0.2,0,0,1,0,0,0.0
1310,1,0.121951,0.6,0,0,1,0,0,0.0
369,1,0.585366,0.2,0,0,0,0,0,0.0
1912,1,0.170732,0.3,1,1,1,1,1,1.0
4112,1,0.121951,0.4,0,0,0,1,0,0.0
1908,0,0.317073,0.3,1,0,0,0,0,0.0
2888,1,0.487805,0.3,0,0,0,0,0,0.0
3260,1,0.02439,0.55,0,0,0,0,0,0.0
397,1,0.268293,0.95,0,1,1,1,1,1.0
4389,0,0.682927,0.7,1,1,1,1,1,1.0
1802,1,0.487805,0.5,1,1,1,1,1,1.0
2460,1,0.853659,0.5,1,1,0,1,1,1.0
3409,1,0.390244,0.3,0,0,0,0,0,0.0
1171,1,0.390244,0.7,0,0,0,0,0,0.0
4940,0,0.609756,0.0,0,0,0,0,0,0.0
4878,1,0.195122,0.2,0,1,1,0,0,0.42857142857142855
322,1,0.243902,0.4,0,0,0,0,0,0.0
1822,1,0.292683,0.9,1,1,1,1,1,1.0
195,1,0.585366,0.25,0,0,0,0,0,0.0
1989,1,0.0,0.5,0,0,0,0,0,0.0
476,1,0.317073,0.55,1,1,1,1,1,1.0
4664,1,0.268293,0.7,1,1,1,0,1,1.0
3734,1,0.902439,0.25,1,1,1,1,1,1.0
1457,1,0.756098,0.6,1,1,1,0,1,1.0
3217,1,0.292683,0.2,0,0,0,0,0,0.0
290,1,0.902439,0.05,1,1,1,1,1,1.0
1712,1,0.463415,0.5,0,1,0,0,0,0.0
4960,1,0.243902,0.95,1,1,1,1,1,1.0
169,1,0.341463,0.75,1,1,1,1,1,1.0
4273,1,0.487805,0.4,0,0,1,0,0,0.0
3473,1,0.243902,0.75,1,0,1,1,1,1.0
1177,1,0.463415,0.15,0,1,0,0,0,0.05142857142857143
1677,1,0.195122,0.2,1,0,1,0,0,0.10857142857142857
840,1,0.341463,0.75,1,1,1,1,1,1.0
1242,1,0.365854,0.2,0,1,1,1,1,1.0
2994,1,0.02439,0.25,0,0,0,0,0,0.0
2048,1,0.804878,0.05,1,1,1,1,1,1.0
2953,1,0.707317,0.0,0,0,0,0,0,0.0
289,1,0.707317,0.1,0,0,0,1,0,0.002857142857142857
921,1,0.414634,0.35,0,0,0,1,0,0.0
430,1,0.073171,0.15,0,0,0,0,0,0.0
1358,1,0.219512,0.45,0,0,0,0,0,0.0
4440,1,0.731707,0.0,1,1,1,1,1,1.0
2252,1,0.0,0.2,0,0,0,0,0,0.0
1726,1,0.560976,0.5,0,0,1,0,0,0.003552669552669553
64,1,0.609756,0.7,0,0,0,0,0,0.0
455,1,0.243902,0.7,0,0,0,0,0,0.0
1313,1,0.780488,0.5,0,0,1,1,1,0.9828571428571429
1660,1,0.560976,0.3,0,0,0,0,0,0.0
4946,0,0.02439,0.55,0,0,0,0,0,0.0
4710,1,0.463415,0.05,0,0,0,0,0,0.0
2211,0,0.04878,0.8,1,1,0,1,1,1.0
1256,1,0.731707,0.0,0,1,1,1,1,0.78
954,1,0.219512,0.35,1,0,0,0,0,0.0
23,0,0.195122,0.45,1,1,0,1,1,0.9942857142857143
1996,1,0.341463,0.3,0,0,0,0,0,0.0
1585,1,0.487805,0.45,1,1,1,1,1,1.0
3611,1,0.02439,0.05,1,1,1,0,1,0.44
3883,1,0.658537,0.8,1,1,1,0,1,1.0
3514,1,0.04878,0.0,1,0,0,0,0,0.0
4943,1,0.780488,0.4,1,1,1,1,1,1.0
3827,1,0.341463,0.45,0,1,0,0,0,0.0
1152,1,0.756098,0.3,1,1,1,1,1,1.0
6,1,0.95122,0.55,1,1,1,0,1,1.0
1188,1,0.634146,0.3,0,0,0,0,0,0.0
4558,1,0.756098,0.35,1,1,0,0,1,0.8685714285714285
1855,1,0.439024,0.4,1,1,1,1,1,1.0
3048,1,0.609756,0.35,1,1,1,0,1,1.0
4239,1,0.585366,0.15,0,0,0,0,0,0.0
1467,1,0.585366,0.75,1,1,1,1,1,1.0
3111,0,0.317073,0.05,0,0,0,0,0,0.0
2983,1,0.146341,0.0,1,1,1,1,1,1.0
2631,1,0.04878,0.3,0,0,0,0,0,0.0
1923,1,0.634146,0.65,0,0,1,0,0,0.0
4632,0,0.439024,0.45,0,0,1,0,0,0.0
1975,1,0.292683,0.6,1,1,1,1,1,1.0
5,1,0.390244,0.85,1,1,1,1,1,1.0
670,1,0.365854,0.35,1,1,0,1,1,0.7257142857142858
5000,1,0.97561,0.15,1,1,1,1,1,1.0
2392,1,0.658537,0.4,0,0,0,0,0,0.0
330,1,0.073171,0.7,1,1,0,1,1,1.0
2413,1,0.02439,0.5,1,1,1,0,1,0.4342857142857143
2892,1,0.414634,1.0,0,1,1,1,1,1.0
789,1,0.439024,0.95,1,0,1,0,1,0.9628571428571429
3965,0,0.902439,0.3,1,1,0,1,1,1.0
3961,1,0.04878,0.35,1,1,1,1,1,1.0
3925,0,0.585366,0.2,0,0,0,0,0,0.0
1835,1,0.02439,0.6,0,0,0,0,0,0.0
4971,1,0.682927,0.05,1,1,1,1,1,1.0
4202,1,0.414634,0.0,0,0,0,0,0,0.0
3940,1,0.756098,0.3,0,1,0,1,1,0.7171428571428572
1508,1,0.853659,0.7,1,1,1,1,1,1.0
87,1,0.243902,0.5,0,0,0,0,0,0.0
2531,0,0.609756,0.65,0,0,0,0,0,0.0
1889,1,0.04878,0.15,0,0,0,0,0,0.0
14,1,0.682927,0.7,0,0,0,0,0,0.0
4872,1,0.292683,0.6,1,1,0,0,0,0.44
1925,1,0.146341,0.1,0,0,0,0,0,0.0
2806,0,0.658537,0.35,0,0,0,0,0,0.0
395,1,1.0,0.3,1,1,0,1,1,1.0
816,1,0.317073,0.6,0,0,0,0,0,0.0
699,1,0.634146,0.25,0,0,0,0,0,0.0
3952,1,0.243902,0.4,0,0,0,0,0,0.0
1919,1,0.707317,0.0,1,1,1,1,1,1.0
2117,1,0.02439,0.45,1,1,1,1,1,1.0
3706,1,0.341463,0.4,0,0,0,0,0,0.0
431,1,0.97561,0.65,0,1,1,1,1,1.0
3645,0,0.487805,1.0,0,1,0,1,1,0.9885714285714285
994,1,0.268293,0.45,0,1,0,0,0,0.0
1459,1,0.02439,0.2,0,0,0,0,0,0.0
4904,1,0.268293,0.8,1,1,1,1,1,1.0
2680,1,0.536585,0.1,1,1,1,1,1,1.0
3713,1,0.536585,0.3,0,0,0,0,0,0.0
996,0,0.317073,0.45,0,0,0,1,0,0.0
630,1,0.609756,0.25,1,1,1,1,1,1.0
4882,1,0.634146,0.55,0,0,0,0,0,0.0
4020,1,0.634146,0.6,1,1,1,1,1,1.0
3832,1,0.121951,0.65,0,0,1,0,0,0.0
3800,1,0.414634,0.15,1,0,0,0,0,0.0
922,1,0.780488,0.85,1,1,0,1,1,1.0
2190,1,0.04878,0.55,0,0,0,0,0,0.0
94,1,0.195122,0.7,1,1,0,1,1,1.0
884,1,0.634146,0.7,0,0,0,0,0,0.0
355,1,0.463415,0.25,1,1,1,1,1,1.0
641,1,0.268293,0.7,1,1,1,1,1,1.0
1309,1,0.585366,0.1,0,1,0,0,0,0.0
2803,1,0.585366,0.1,0,0,0,0,0,0.0
4929,1,0.634146,0.35,1,0,0,1,1,0.3485714285714286
3562,1,0.463415,0.55,0,0,0,0,0,0.0
1297,1,0.682927,0.45,1,1,1,1,1,1.0
2043,1,0.097561,0.0,0,1,0,0,0,0.0
4703,0,0.097561,0.3,1,0,0,0,0,0.0
3395,1,0.04878,0.1,0,0,0,0,0,0.0
2960,1,0.487805,0.2,0,0,0,0,0,0.0
3476,1,0.536585,0.7,0,0,0,1,0,0.0
3738,1,0.195122,0.25,0,0,0,0,0,0.0
3399,1,0.170732,0.2,0,0,0,0,0,0.0
3059,1,0.902439,0.5,1,1,1,1,1,1.0
1380,0,0.926829,0.05,1,1,1,1,1,1.0
3173,1,0.341463,0.15,0,0,0,0,0,0.0
2188,1,0.487805,0.15,0,0,0,0,0,0.0
775,1,0.268293,0.4,1,1,1,1,1,1.0
4997,1,0.121951,0.15,0,0,0,0,0,0.0
1518,1,0.073171,0.5,0,0,0,0,0,0.0
3435,1,0.609756,0.2,0,0,0,0,0,0.0
4753,1,0.219512,0.6,0,0,0,1,0,0.0
3337,1,0.926829,0.5,1,1,1,1,1,1.0
2442,1,0.634146,0.55,0,0,0,0,0,0.0
211,1,0.585366,0.1,0,1,0,0,0,0.0
4476,1,0.121951,0.6,1,1,1,1,1,1.0
4561,1,0.634146,0.45,0,1,0,0,0,0.0
481,1,0.0,0.4,0,1,1,0,0,0.08642857142857142
4980,1,0.658537,0.05,1,1,1,1,1,1.0
2485,1,0.829268,0.75,1,1,1,1,1,1.0
2296,1,0.756098,0.0,0,1,1,1,1,0.78
3813,1,0.365854,0.0,0,1,0,0,0,0.0
715,0,0.853659,0.4,1,1,1,1,1,1.0
3697,1,0.512195,0.6,0,0,0,1,0,0.0
3711,1,0.560976,0.95,1,0,0,1,1,0.8457142857142858
2554,1,0.195122,0.65,0,0,0,0,0,0.0
691,1,0.560976,0.05,1,0,0,1,0,0.1742857142857143
2588,1,0.365854,0.25,1,1,0,0,1,0.44
4655,1,0.95122,0.25,1,1,0,1,1,1.0
386,0,0.487805,0.75,1,1,1,1,1,1.0
1059,1,1.0,0.7,1,1,1,1,1,1.0
4038,1,0.170732,0.5,1,1,0,1,1,1.0
1747,1,0.414634,0.75,1,1,1,1,1,1.0
592,1,0.439024,0.5,1,1,1,1,1,1.0
3109,1,0.634146,0.0,0,0,0,0,0,0.0
4305,1,0.560976,0.45,0,0,0,1,0,0.0
915,1,0.902439,0.5,1,1,1,1,1,1.0
982,1,0.170732,0.35,0,1,0,0,0,0.0
4947,0,0.658537,0.45,0,0,0,1,0,0.0
4849,1,0.268293,0.4,0,0,0,0,0,0.0
4469,1,0.853659,0.4,1,1,1,1,1,1.0
1212,1,0.414634,0.1,0,1,0,1,0,0.18857142857142858
1150,1,0.121951,0.35,1,1,1,0,1,0.7542857142857143
2605,1,0.02439,0.7,0,1,1,1,1,0.9971428571428571
4788,1,0.853659,0.05,1,1,1,1,1,1.0
883,1,0.487805,0.15,0,0,0,0,0,0.0
4804,1,0.414634,0.1,0,0,0,0,0,0.0
1060,1,0.292683,0.75,1,1,1,1,1,1.0
1472,1,0.536585,0.5,1,0,0,0,0,0.0
505,1,0.04878,0.05,0,0,0,0,0,0.0
3444,0,0.512195,0.0,0,1,0,1,1,0.7285714285714285
4991,1,0.170732,0.35,0,0,0,0,0,0.0
4714,1,0.878049,0.95,1,1,0,1,1,1.0
2552,1,0.878049,0.65,1,1,1,1,1,1.0
833,1,0.219512,0.9,1,1,1,1,1,1.0
937,1,0.170732,0.4,0,0,0,0,0,0.0
2255,1,0.390244,0.2,0,0,0,0,0,0.0
4015,1,0.463415,0.1,1,1,1,1,1,1.0
746,0,0.536585,0.4,0,1,0,0,0,0.002857142857142857
3552,0,0.292683,0.6,0,0,0,0,0,0.0
4676,1,0.268293,0.6,0,0,1,0,0,0.0
1732,1,0.121951,0.65,0,1,0,0,0,0.0
1860,1,0.512195,0.35,0,0,0,0,0,0.0
3904,1,0.146341,0.45,0,0,1,1,1,0.7628571428571429
3384,1,0.658537,0.35,1,1,0,1,1,0.9942857142857143
2673,1,0.073171,0.45,1,1,1,1,1,1.0
283,0,0.463415,0.7,0,0,1,1,1,0.5914285714285714
530,1,0.463415,0.9,1,1,0,1,1,1.0
1480,1,0.439024,0.55,0,1,0,0,0,0.0
3798,1,0.243902,0.95,0,1,0,1,1,0.9942857142857143
726,1,0.146341,0.6,1,1,1,0,1,0.9971428571428571
3105,1,0.170732,0.2,1,1,0,1,1,0.9914285714285714
2913,1,0.04878,0.45,0,1,1,1,1,0.9771428571428571
2348,1,0.878049,0.1,1,1,1,1,1,1.0
2244,1,0.073171,0.3,0,0,0,0,0,0.0
3171,1,0.146341,0.3,0,0,1,0,0,0.0
2313,1,0.512195,0.35,0,0,0,0,0,0.0
57,1,0.512195,0.45,1,1,1,1,1,1.0
1254,1,0.756098,0.8,0,1,1,1,1,1.0
4333,1,0.682927,0.2,1,1,1,1,1,1.0
1042,1,0.487805,0.65,0,1,0,0,0,0.0
1450,0,0.170732,0.65,1,1,1,1,1,1.0
2060,1,0.0,0.25,0,0,0,0,0,0.0
3662,1,0.121951,0.7,0,1,1,0,0,0.32676870748299314
3134,1,0.512195,0.55,0,0,1,0,0,0.0
1178,1,0.219512,0.7,0,0,0,0,0,0.0
2395,1,0.243902,0.05,1,1,0,1,1,1.0
910,1,0.560976,0.85,1,1,1,1,1,1.0
142,1,0.439024,0.45,0,1,1,0,0,0.6485714285714286
2641,1,0.292683,0.85,1,1,0,1,1,1.0
2477,0,0.121951,0.1,0,0,0,0,0,0.0
836,1,0.512195,0.4,0,1,0,0,0,0.38
3305,1,0.926829,0.7,1,1,0,1,1,1.0
2934,0,0.341463,0.25,0,0,0,0,0,0.0
4141,1,0.463415,0.2,0,0,0,1,0,0.0
1436,1,0.195122,0.55,0,0,0,1,0,0.0
3071,1,0.268293,0.15,1,1,1,1,1,1.0
3235,1,0.853659,0.25,1,1,1,1,1,1.0
637,0,0.95122,0.1,1,0,0,1,1,0.7885714285714286
992,1,0.609756,0.2,1,0,0,0,0,0.0
1180,1,0.0,0.45,0,1,0,0,0,0.0
602,1,0.02439,0.1,0,0,0,0,0,0.0
1654,1,0.707317,0.35,1,0,0,0,0,0.0
837,1,0.536585,0.2,0,0,0,0,0,0.0
2632,0,0.02439,0.55,0,0,0,0,0,0.0
3612,0,0.731707,0.8,1,1,1,1,1,1.0
1195,1,0.243902,0.75,1,1,1,1,1,1.0
515,1,0.463415,0.25,0,0,0,1,0,0.0
4736,1,0.512195,0.25,1,0,1,0,0,0.6828571428571428
2092,1,0.512195,0.9,1,1,1,1,1,1.0
2023,1,0.512195,0.95,1,1,1,1,1,1.0
1483,0,0.0,0.7,0,0,0,0,0,0.0
3855,0,0.04878,0.3,1,0,1,1,1,0.5485714285714286
661,1,0.707317,0.4,1,0,1,1,0,1.0
3007,1,0.707317,0.0,0,0,0,0,0,0.0
2741,1,0.97561,0.95,1,1,1,1,1,1.0
1621,1,0.292683,0.9,1,1,1,1,1,1.0
4746,1,0.439024,0.5,0,1,0,0,0,0.0
1359,0,0.121951,0.55,0,0,0,0,0,0.0
2599,0,0.268293,0.1,0,0,0,0,0,0.0
3875,1,0.853659,0.35,1,1,1,1,1,1.0
1323,1,0.146341,0.55,1,1,1,1,1,1.0
3178,0,0.414634,0.15,1,1,1,1,1,1.0
4809,1,0.195122,0.6,1,1,1,1,1,1.0
217,1,0.146341,0.2,0,0,0,0,0,0.0
3664,1,0.560976,0.6,0,0,1,0,0,0.0
1783,1,0.439024,0.2,0,0,0,0,0,0.0
2956,1,0.04878,0.55,1,1,1,1,1,1.0
2662,1,0.121951,0.25,1,1,1,1,1,1.0
2110,1,0.707317,0.6,0,0,0,0,0,0.0
2906,1,0.560976,0.2,1,1,1,0,1,0.9628571428571429
2341,1,0.512195,0.95,1,0,1,1,1,1.0
415,1,0.268293,1.0,1,1,1,1,1,1.0
3208,1,0.02439,0.65,0,0,1,0,0,0.0
1555,1,0.536585,0.2,0,0,0,1,0,0.0
796,1,0.585366,0.4,1,1,1,1,1,1.0
1856,1,0.390244,0.2,1,1,1,1,1,1.0
735,0,0.439024,0.6,0,0,0,0,0,0.0
2559,1,0.463415,0.55,0,0,0,0,0,0.0
316,1,0.512195,0.5,1,1,1,1,1,1.0
3796,1,0.121951,0.35,1,1,0,1,1,1.0
2316,1,0.707317,0.8,1,1,1,1,1,1.0
325,1,0.536585,0.0,0,0,0,0,0,0.0
971,1,0.878049,0.75,1,1,1,0,1,1.0
1444,1,0.04878,0.1,0,0,0,0,0,0.0
923,1,0.097561,0.5,1,0,1,1,1,0.9942857142857143
2195,1,0.219512,0.45,0,1,0,0,0,0.0
3590,1,0.073171,0.65,0,0,0,0,0,0.0
2940,0,0.560976,0.45,0,0,1,0,0,0.0
3690,1,0.02439,0.55,1,0,0,0,0,0.0
2640,1,0.585366,0.5,1,1,1,1,1,1.0
3757,1,0.219512,0.5,0,0,0,0,0,0.0
1304,1,0.634146,0.65,1,1,1,1,1,1.0
1194,1,0.02439,0.15,0,0,0,0,0,0.0
1537,1,0.707317,0.65,0,0,0,0,0,0.0
2486,1,0.585366,0.3,1,1,1,1,1,1.0
4219,1,0.0,0.35,0,1,0,0,0,0.0
1893,1,0.341463,0.65,0,0,0,0,0,0.0
3761,1,0.97561,0.7,1,1,1,1,1,1.0
839,1,0.243902,0.65,1,1,1,1,1,1.0
889,1,0.02439,0.55,1,0,1,1,1,0.9977142857142857
927,0,0.804878,0.7,1,1,1,1,1,1.0
2882,1,1.0,0.8,1,1,1,0,1,1.0
2114,1,0.365854,0.7,1,0,0,1,0,0.26285714285714284
2612,0,0.0,0.15,0,0,0,0,0,0.0
1271,1,0.585366,0.0,1,1,1,1,1,1.0
4297,0,0.146341,0.6,0,0,0,0,0,0.0
