,long_hair,forehead_width_cm,forehead_height_cm,nose_wide,nose_long,lips_thin,distance_nose_to_lip_long,gender,gender_predicted
202,0,0.317073,0.15,0,1,0,0,0,-1.2796530610385302
4254,1,0.439024,0.45,0,1,0,0,0,-1.1755389744336422
2007,1,0.170732,0.25,1,1,1,0,1,1.03191022019125
2750,1,0.95122,0.45,1,1,1,1,1,2.69908086065315
977,0,0.439024,0.6,1,1,1,1,1,2.5647156271677947
4600,1,0.658537,0.05,0,1,0,0,0,-1.2141754011287935
1672,1,0.170732,0.15,0,1,1,1,1,0.9410589384501646
2004,1,0.121951,0.15,0,0,0,0,0,-2.624253493876195
1572,1,0.243902,0.9,0,1,1,1,1,1.27144564079612
4419,1,0.512195,0.6,0,1,0,0,0,-1.0781390031457672
346,1,0.146341,0.05,0,0,0,0,0,-2.65020645237809
2160,1,0.95122,0.55,1,1,1,1,1,2.737830595349876
1972,0,0.097561,0.45,0,1,0,0,0,-1.2799250976551997
4880,1,0.682927,0.3,0,0,0,0,0,-2.266384862744328
2765,1,0.536585,0.3,1,1,1,1,1,2.4203467166464785
4386,1,0.121951,0.1,0,0,0,0,0,-2.643740131530811
1871,1,0.243902,0.25,1,0,0,0,0,-1.2925146501804103
2901,1,0.585366,0.25,1,1,1,1,1,2.426908255565797
895,1,0.390244,0.6,0,0,0,1,0,-1.1297877716442906
2148,1,0.268293,0.4,1,1,0,1,1,1.1162074231105934
3919,1,0.512195,0.85,1,1,1,0,1,1.4469467515942736
4768,1,0.390244,0.65,0,0,0,0,0,-2.286240780445547
2177,1,0.414634,0.55,0,0,0,0,0,-2.3121738333641324
2835,1,0.97561,0.3,1,1,1,1,1,2.6539020579523953
1140,1,0.634146,0.6,1,1,1,1,1,2.588596633662166
902,1,0.195122,0.55,0,0,0,0,0,-2.4293338530911837
1890,1,0.512195,0.05,1,1,1,0,1,1.1361201379224153
757,1,0.219512,0.55,0,0,1,0,0,-1.2140265876274514
4124,1,0.682927,0.0,0,1,0,0,0,-1.2206356506594913
3009,1,0.756098,0.4,1,1,1,1,1,2.5759336099287236
3150,1,0.682927,0.7,0,1,0,0,0,-0.9481964986653655
2123,1,0.97561,0.75,1,0,1,1,1,1.668120872667906
3913,1,0.707317,0.5,1,1,1,1,1,2.5887563850425312
1043,1,0.073171,0.6,0,0,0,0,0,-2.4749516818896726
2877,0,0.512195,0.95,1,1,0,0,1,0.3633707418677794
2025,1,0.268293,0.5,1,1,1,1,1,2.355123296696555
2133,1,0.317073,0.1,0,0,0,0,0,-2.5395768139140165
4348,0,0.121951,0.4,0,0,0,1,0,-1.2730904537984096
1371,1,0.317073,0.4,0,0,1,0,0,-1.2204019388429066
2446,1,0.317073,0.55,0,0,1,0,0,-1.1619768708543896
4270,1,0.682927,0.3,0,0,0,0,0,-2.266384862744328
1094,1,0.317073,0.2,0,1,1,0,0,-0.13615212212591477
709,1,0.682927,0.4,0,0,0,0,0,-2.227430131093241
861,1,0.317073,0.1,0,0,0,1,0,-1.3634330503348295
433,1,0.146341,0.05,1,1,1,1,1,2.115477039750589
20,1,0.780488,0.6,1,1,1,1,1,2.6664291439379886
2102,1,0.97561,1.0,1,1,1,1,1,2.9249973928838013
2925,1,0.634146,0.3,0,1,0,0,0,-1.1298553573553516
2288,1,0.926829,0.25,0,1,1,1,1,1.3826001752097525
1549,0,0.804878,0.25,1,0,1,1,1,1.4619102812225755
3142,1,0.512195,0.55,0,0,0,0,0,-2.260109169128231
4276,0,0.292683,0.65,0,0,0,0,0,-2.2608772085637683
4062,1,0.658537,0.35,0,0,0,0,0,-2.2599217058662076
2450,1,0.097561,0.3,0,0,0,0,0,-2.5788187033384244
1494,1,0.268293,0.5,0,0,0,0,0,-2.4097561998582306
3623,1,0.780488,0.85,1,1,1,0,1,1.5897724248702536
4927,0,0.439024,0.0,0,1,0,0,0,-1.2730137688403371
2753,1,0.219512,0.9,1,1,1,1,1,2.484236301545443
2579,0,0.97561,0.4,0,1,1,1,1,1.5460279622056152
3534,1,0.658537,0.35,0,0,0,1,0,-1.0839710781456149
1099,1,0.097561,0.0,0,0,0,0,0,-2.6957368306428307
2561,1,0.585366,0.45,0,0,0,0,0,-2.2600135277979088
4064,1,0.804878,0.1,0,0,1,1,1,0.0980464454538672
4711,0,0.634146,0.25,0,0,0,0,0,-2.2344822377515356
307,1,0.682927,1.0,1,1,1,1,1,2.7694585676051107
3343,1,0.707317,0.65,0,0,0,0,0,-2.117051841870161
1205,1,0.536585,0.55,0,0,0,1,0,-1.0711917986446688
4410,1,0.609756,0.3,1,1,1,1,1,2.4592879889586614
4185,1,0.634146,0.4,0,0,0,0,0,-2.253459917477633
2187,1,0.439024,0.75,1,1,1,1,1,2.5429235349598303
3583,1,0.414634,0.5,1,0,1,1,1,1.272449034804112
1132,1,0.121951,0.5,1,1,1,0,1,1.1031019839895162
1307,1,0.878049,0.8,1,1,1,1,1,2.795760454785369
1900,1,0.268293,0.25,1,1,1,1,1,2.2581052330430564
584,1,0.268293,0.05,0,0,0,0,0,-2.585102694894213
403,1,1.0,0.9,1,0,1,0,1,0.5652179997410638
2710,0,0.439024,0.45,0,0,0,1,0,-1.0843898195040755
43,1,0.02439,0.55,0,0,0,0,0,-2.520470626999052
561,0,0.146341,0.35,0,0,0,0,0,-2.455935773886036
1748,1,0.756098,0.45,1,1,1,1,1,2.5953196012231414
3013,1,0.536585,0.55,0,1,1,1,1,1.291399756198456
2626,1,0.658537,0.55,0,0,0,1,0,-1.006161329977647
2258,1,0.682927,0.6,0,1,0,0,0,-0.9870975033649112
4917,1,0.414634,0.4,1,0,1,1,1,1.2336057753612617
2290,1,0.341463,0.65,1,1,1,0,1,1.2783556640598492
2093,0,0.219512,0.2,0,0,0,0,0,-2.475338171422821
675,1,0.414634,0.65,0,0,0,0,0,-2.2732246463820864
3387,1,0.341463,0.4,0,1,0,0,0,-1.2470430234397303
3107,1,0.414634,0.35,1,0,0,0,0,-1.1624761729690585
337,1,0.780488,0.8,1,1,1,1,1,2.743900102697326
4446,1,0.219512,0.3,0,1,0,0,0,-1.351036880349834
2782,1,0.390244,0.25,1,1,1,1,1,2.3230416462800596
1839,1,0.512195,0.5,0,0,0,0,0,-2.279584475552265
1402,1,0.560976,0.45,0,0,0,1,0,-1.097089554783329
3436,1,0.073171,0.35,0,0,0,0,0,-2.5723555642661116
3816,1,0.658537,0.2,1,1,1,1,1,2.446447004738074
1643,0,0.585366,0.3,1,1,0,0,1,0.14951601251290247
392,0,0.268293,0.3,1,1,1,1,1,2.3571747599326667
167,1,0.04878,0.15,1,1,1,1,1,2.102344670116845
2116,1,0.634146,0.45,0,0,0,0,0,-2.2339836793432806
4451,1,0.414634,0.05,0,0,0,0,0,-2.5069850669840577
4257,1,0.707317,0.05,0,1,1,1,1,1.1880293700496587
4903,1,0.463415,0.6,0,1,0,0,0,-1.1041540098119993
3333,1,0.536585,0.45,1,0,0,0,0,-1.058491272806105
3956,1,0.926829,0.45,1,0,1,1,1,1.5257729810298661
4843,1,0.097561,0.25,0,0,0,0,0,-2.598303107399776
769,0,0.365854,0.45,0,0,0,0,0,-2.2997605314166907
2731,1,0.487805,0.4,1,1,0,0,1,0.05793068458820816
4049,0,0.707317,0.4,1,1,1,1,1,2.6299285823189633
1204,1,0.170732,0.45,1,1,1,1,1,2.283776486377815
974,1,0.463415,0.45,0,0,0,0,0,-2.3250936170776604
1331,1,0.560976,0.4,1,0,0,0,0,-1.064937340596949
1395,1,0.487805,0.25,1,0,0,0,0,-1.1623615506794673
623,1,0.195122,0.35,1,0,0,0,0,-1.2796139685935337
3392,1,0.487805,0.5,1,1,1,1,1,2.471966172563966
1592,1,0.146341,0.75,1,0,1,1,1,1.2265872446771513
161,1,0.634146,0.75,1,1,1,1,1,2.6467194801254204
2990,1,0.146341,0.35,0,0,0,0,0,-2.53329494039419
1164,1,0.731707,0.7,1,1,0,1,1,1.4794784732907482
139,1,0.439024,0.25,1,0,1,1,1,1.1883179236576056
4018,1,0.682927,0.95,1,1,1,0,1,1.576642925041245
3822,1,0.195122,0.85,1,1,1,1,1,2.451880056957873
3515,1,0.121951,0.65,0,0,1,0,0,-1.227133674072665
853,1,0.219512,0.35,0,0,0,0,0,-2.494235440379982
3660,1,0.365854,0.3,0,0,0,0,0,-2.4356032492785373
1357,1,0.926829,0.4,0,1,1,1,1,1.4408551443298743
4373,1,0.902439,0.2,1,1,1,1,1,2.576208313247327
2173,1,0.0,0.0,1,0,0,1,0,-0.3441051890190079
1364,0,0.317073,0.35,0,0,0,0,0,-2.3647806619370764
1949,1,0.439024,0.5,1,1,1,1,1,2.446005210693041
531,1,0.487805,0.0,0,0,0,0,0,-2.4874143126982573
1377,1,0.317073,0.9,0,1,1,1,1,1.3104073570908112
1339,1,0.512195,0.4,0,0,1,0,0,-1.116311684897442
4931,1,0.780488,0.1,0,1,1,1,1,1.2464238408271
2220,1,0.560976,0.7,0,1,0,0,0,-1.013219614591397
1435,1,0.707317,0.55,0,1,0,0,0,-0.9935459969788094
596,1,0.097561,0.35,0,0,0,0,0,-2.55933518085606
2822,1,0.195122,0.85,1,1,1,1,1,2.451880056957873
2872,1,0.146341,0.0,1,1,1,1,1,2.096051458205074
4154,1,0.219512,0.7,0,0,0,1,0,-1.1819525392956425
2203,1,0.097561,0.7,0,1,0,1,0,-0.08481363266074116
4031,0,0.560976,0.1,1,1,1,1,1,2.4353912376249385
3998,1,0.390244,0.4,1,1,1,1,1,2.3812506535065747
2089,1,0.146341,0.0,0,1,0,0,0,-1.506915450263818
162,1,0.707317,0.05,1,1,1,1,1,2.4141897310955107
3877,1,0.512195,0.25,0,0,0,0,0,-2.376978035805513
850,1,0.146341,0.05,0,1,0,0,0,-1.4874398065820404
3130,1,0.195122,0.65,0,0,0,0,0,-2.390379941672978
4605,1,0.902439,0.7,0,1,1,1,1,1.544321808723824
2259,1,0.365854,0.1,0,0,0,0,0,-2.513537602615946
153,0,0.268293,0.85,1,1,0,1,1,1.3702003178748479
2247,1,0.463415,0.25,0,0,0,0,0,-2.4030127158294134
4886,1,0.365854,0.05,1,1,0,1,1,1.0322513868776277
2968,1,0.902439,0.25,1,1,1,1,1,2.595601547845292
1874,1,0.365854,0.45,1,1,1,1,1,2.3876647450640656
3837,1,0.658537,0.25,1,1,1,1,1,2.465847797084167
652,1,0.195122,0.3,1,0,0,0,0,-1.2990803288107002
3431,1,0.146341,0.35,1,1,0,1,1,1.0317833634033016
436,1,0.780488,0.7,1,1,1,1,1,2.7051712021262135
4069,1,0.390244,0.35,1,1,1,1,1,2.3618504951197954
117,1,0.707317,0.5,0,0,0,0,0,-2.175466494238435
4485,0,0.04878,0.5,0,1,1,1,1,1.0909790702503956
2132,0,0.121951,0.75,1,1,1,1,1,2.4540461737073525
2639,1,0.0,0.05,0,1,0,0,0,-1.5655372202041395
2085,1,0.95122,0.05,1,1,1,1,1,2.5439601855009037
1568,1,0.536585,0.0,1,1,1,1,1,2.3038957491140915
274,1,0.390244,0.45,1,1,1,1,1,2.4006479102327303
250,1,0.390244,0.6,0,0,1,1,0,0.07155059493978877
3692,1,0.512195,0.5,0,0,0,0,0,-2.279584475552265
676,1,0.707317,0.3,0,0,0,0,0,-2.253370105550862
134,1,0.073171,0.6,1,0,0,0,1,-1.247382813930398
556,1,0.243902,0.3,1,1,1,1,1,2.2645256784770007
3795,1,0.365854,0.85,0,1,1,1,1,1.3169738916408953
845,0,0.536585,0.3,1,1,1,1,1,2.5001365481777036
3045,1,0.365854,0.3,0,0,0,0,0,-2.4356032492785373
953,0,0.658537,0.2,1,0,0,0,0,-1.0130344263657274
1887,1,0.487805,0.2,0,0,0,0,0,-2.4094773017658837
874,1,0.04878,0.35,1,1,1,1,1,2.180010404205113
1174,1,0.195122,0.2,0,0,0,1,0,-1.389566648369601
4105,1,0.682927,0.2,0,0,0,0,0,-2.30534389884502
1294,1,0.243902,0.3,0,0,0,0,0,-2.500698537320893
314,1,0.926829,0.45,1,1,1,1,1,2.686112856651807
443,1,0.365854,0.3,1,1,1,1,1,2.329462188508969
1743,1,0.073171,0.5,0,0,0,0,0,-2.513910136564119
2855,1,0.853659,1.0,1,1,1,1,1,2.86020312528328
4644,1,0.512195,0.45,1,1,0,1,1,1.2655871839337092
814,1,0.926829,0.65,1,1,1,1,1,2.7636028065001934
4707,1,0.682927,0.5,0,0,1,0,0,-0.9863124607003497
4909,1,0.0,0.25,0,0,1,0,0,-1.4480432604892488
4129,1,0.073171,0.15,1,1,1,1,1,2.115339855068207
2743,1,0.219512,0.7,1,0,1,0,1,0.07154004578497108
3113,1,0.170732,0.25,1,1,1,1,1,2.2061454980419084
4933,1,0.707317,0.7,0,0,1,1,1,0.27934109661053474
1817,1,1.0,0.0,1,0,1,1,1,1.389958045580153
2476,1,0.146341,0.55,0,0,0,0,0,-2.455372177850938
3707,1,0.04878,0.0,0,0,0,0,0,-2.7217804277019653
4003,1,0.04878,0.0,0,1,0,0,0,-1.5589806034749467
2204,1,0.439024,0.4,0,1,1,1,1,1.181180256345355
3307,0,0.682927,0.7,1,1,1,1,1,2.733429505638041
2295,1,0.853659,0.6,1,1,1,0,1,1.5316910941774475
766,1,0.95122,0.55,1,0,1,1,1,1.5775627758976905
4815,1,0.219512,0.2,1,0,1,1,1,1.0518980637764335
4071,1,0.487805,0.05,0,0,1,0,0,-1.26567713922318
2671,1,0.585366,0.0,1,1,1,1,1,2.3298658818045688
1740,1,0.560976,0.65,0,0,0,0,0,-2.1951325869970035
1514,1,0.146341,0.3,0,0,0,0,0,-2.552778092730862
2121,0,0.463415,0.0,0,0,1,1,1,-0.044870967552356866
209,1,0.073171,0.2,0,0,1,0,0,-1.4284759874022896
1693,1,0.292683,0.1,0,0,0,0,0,-2.5525964537483983
4406,1,0.585366,0.8,1,0,1,1,1,1.4798259081352727
4656,1,0.658537,0.4,1,1,1,1,1,2.5240328381336123
1512,1,0.707317,0.6,1,0,0,1,1,0.2664411173071195
2435,1,0.170732,0.5,1,1,1,1,1,2.3031771605066647
2044,1,0.487805,0.75,1,1,0,1,1,1.368986442071825
350,1,0.195122,0.15,0,0,0,1,0,-1.4090356203323098
751,1,0.292683,0.15,0,0,0,0,0,-2.5331109918022765
2372,1,0.512195,0.45,1,1,1,1,1,2.465554789668907
2717,0,0.04878,0.15,0,0,0,0,0,-2.5859874143025516
3351,1,0.634146,0.25,1,1,1,1,1,2.4528682531316406
2893,1,0.02439,0.6,0,1,0,0,0,-1.3383523477857027
253,0,0.414634,0.9,1,0,1,1,1,1.5066049488464808
177,1,0.146341,0.2,1,1,1,1,1,2.173738501529632
2851,1,0.682927,0.25,1,1,1,0,1,1.3048314015169309
320,1,0.560976,0.5,0,0,0,0,0,-2.2535529534409995
558,1,0.560976,0.4,0,0,0,0,0,-2.292505983350936
3872,1,0.634146,0.75,1,1,1,1,1,2.6467194801254204
4308,1,0.268293,0.5,0,0,0,0,0,-2.4097561998582306
4006,1,0.292683,0.8,1,1,1,1,1,2.484427714596687
490,1,0.243902,0.85,1,0,0,1,1,0.1165115100383356
3138,1,0.463415,0.7,0,0,0,0,0,-2.2277205725997544
1612,1,0.243902,0.15,0,0,0,0,0,-2.5591510234644193
4072,1,0.243902,0.6,0,1,1,1,0,1.1549546535544573
28,1,1.0,0.3,1,1,1,0,1,1.4930854987537394
3694,1,0.170732,0.5,0,0,1,0,0,-1.2595288205613946
1247,1,0.317073,0.5,0,0,0,0,0,-2.3837201128528713
1302,1,0.243902,0.7,0,0,0,0,0,-2.3448693562709377
3613,1,0.317073,0.4,1,1,1,1,1,2.342296635871808
1215,1,0.463415,0.15,1,0,0,0,0,-1.2143084043107442
1757,0,0.097561,0.95,1,1,1,0,1,1.3438711243772028
4319,1,0.390244,0.6,0,0,0,0,0,-2.305715034170695
1011,1,0.097561,0.8,1,0,1,1,1,1.2200070190739516
2818,0,0.243902,0.1,0,1,0,0,0,-1.3381977838652224
3425,1,0.341463,0.0,0,0,0,0,0,-2.5655298694977944
1422,1,1.0,0.75,1,1,1,0,1,1.667781392174641
2032,0,0.243902,0.7,0,1,1,1,1,1.272811642146758
4470,0,0.634146,0.8,1,1,1,1,1,2.7462695376370467
1319,0,0.487805,0.1,0,0,0,0,0,-2.3710752437005835
2510,1,0.609756,0.65,1,1,1,1,1,2.59500056656048
782,0,0.292683,0.15,0,0,0,0,0,-2.455761164013041
728,0,1.0,0.6,1,0,0,1,1,0.5008803437284666
4275,1,0.04878,0.45,0,0,0,0,0,-2.546411669604238
1625,1,0.04878,1.0,1,1,1,0,1,1.258331055185328
437,0,0.463415,0.0,0,0,0,1,0,-1.2466797204000668
3290,0,0.219512,0.65,0,0,0,0,0,-2.2999412500441063
4089,1,0.512195,0.4,1,0,0,0,0,-1.0909618915185988
1504,0,0.878049,0.8,1,1,0,1,1,1.6757733700212816
4448,1,0.073171,0.2,0,0,1,0,0,-1.4284759874022896
1310,1,0.121951,0.6,0,0,1,0,0,-1.2466069768076304
369,1,0.585366,0.2,0,0,0,0,0,-2.3574084775567132
1912,1,0.170732,0.3,1,1,1,1,1,2.2255574024162
4112,1,0.121951,0.4,0,0,0,1,0,-1.3507467915883336
1908,0,0.317073,0.3,1,0,0,0,0,-1.1563406389283246
2888,1,0.487805,0.3,0,0,0,0,0,-2.370514168950749
3260,1,0.02439,0.55,0,0,0,0,0,-2.520470626999052
397,1,0.268293,0.95,0,1,1,1,1,1.303838900243655
4389,0,0.682927,0.7,1,1,1,1,1,2.733429505638041
1802,1,0.487805,0.5,1,1,1,1,1,2.471966172563966
2460,1,0.853659,0.5,1,1,0,1,1,1.4668454057836335
3409,1,0.390244,0.3,0,0,0,0,0,-2.4225850650980645
1171,1,0.390244,0.7,0,0,0,0,0,-2.2667678095945796
4940,0,0.609756,0.0,0,0,0,0,0,-2.3449476433138203
4878,1,0.195122,0.2,0,1,1,0,0,-0.20118622894096028
322,1,0.243902,0.4,0,0,0,0,0,-2.4617347919442665
1822,1,0.292683,0.9,1,1,1,1,1,2.523175625369616
195,1,0.585366,0.25,0,0,0,0,0,-2.337927400204233
1989,1,0.0,0.5,0,0,0,0,0,-2.5529711367464856
476,1,0.317073,0.55,1,1,1,1,1,2.4004860079098584
4664,1,0.268293,0.7,1,1,1,0,1,1.2587946194737283
3734,1,0.902439,0.25,1,1,1,1,1,2.595601547845292
1457,1,0.756098,0.6,1,1,1,0,1,1.4797570299077707
3217,1,0.292683,0.2,0,0,0,0,0,-2.513626345958868
290,1,0.902439,0.05,1,1,1,1,1,2.518011395917992
1712,1,0.463415,0.5,0,1,0,0,0,-1.1430692557293405
4960,1,0.243902,0.95,1,1,1,1,1,2.5165871124512904
169,1,0.341463,0.75,1,1,1,1,1,2.4910095205958465
4273,1,0.487805,0.4,0,0,1,0,0,-1.1293215224806925
3473,1,0.243902,0.75,1,0,1,1,1,1.2785668256852594
1177,1,0.463415,0.15,0,1,0,0,0,-1.279319412150954
1677,1,0.195122,0.2,1,0,1,0,0,-0.13604873728963396
840,1,0.341463,0.75,1,1,1,1,1,2.4910095205958465
1242,1,0.365854,0.2,0,1,1,1,1,1.064471518874627
2994,1,0.02439,0.25,0,0,0,0,0,-2.6373663121255557
2048,1,0.804878,0.05,1,1,1,1,1,2.4661059941823167
2953,1,0.707317,0.0,0,0,0,0,0,-2.370257180158004
289,1,0.707317,0.1,0,0,0,1,0,-1.1552547003661608
921,1,0.414634,0.35,0,0,0,1,0,-1.2140591956055722
430,1,0.073171,0.15,0,0,0,0,0,-2.6502954352550154
1358,1,0.219512,0.45,0,0,0,0,0,-2.4552732519288747
4440,1,0.731707,0.0,1,1,1,1,1,2.407759986886341
2252,1,0.0,0.2,0,0,0,0,0,-2.669873372968982
1726,1,0.560976,0.5,0,0,1,0,0,-1.0513482643271896
64,1,0.609756,0.7,0,0,0,0,0,-2.149634411704479
455,1,0.243902,0.7,0,0,0,0,0,-2.3448693562709377
1313,1,0.780488,0.5,0,0,1,1,1,0.2405910048628419
1660,1,0.560976,0.3,0,0,0,0,0,-2.3314635031112
4946,0,0.02439,0.55,0,0,0,0,0,-2.4430915183589694
4710,1,0.463415,0.05,0,0,0,0,0,-2.4809471703971053
2211,0,0.04878,0.8,1,1,0,1,1,1.2337058547220487
1256,1,0.731707,0.0,0,1,1,1,1,1.181579082024455
954,1,0.219512,0.35,1,0,0,0,0,-1.2665977100061077
23,0,0.195122,0.45,1,1,0,1,1,1.175670517095822
1996,1,0.341463,0.3,0,0,0,0,0,-2.4486221941769766
1585,1,0.487805,0.45,1,1,1,1,1,2.452574801435752
3611,1,0.02439,0.05,1,1,1,0,1,0.8760926129021662
3883,1,0.658537,0.8,1,1,1,0,1,1.5054567608365819
3514,1,0.04878,0.0,1,0,0,0,0,-1.4940220426492854
4943,1,0.780488,0.4,1,1,1,1,1,2.588906935891724
3827,1,0.341463,0.45,0,1,0,0,0,-1.2275797337978653
1152,1,0.756098,0.3,1,1,1,1,1,2.537152603561676
6,1,0.95122,0.55,1,1,1,0,1,1.5642056128606283
1188,1,0.634146,0.3,0,0,0,0,0,-2.2924157906235965
4558,1,0.756098,0.35,1,1,0,0,1,0.18150899979965596
1855,1,0.439024,0.4,1,1,1,1,1,2.4072165493304523
3048,1,0.609756,0.35,1,1,1,0,1,1.304720057405171
4239,1,0.585366,0.15,0,0,0,0,0,-2.3768905117362014
1467,1,0.585366,0.75,1,1,1,1,1,2.620774874453809
3111,0,0.317073,0.05,0,0,0,0,0,-2.481719804784962
2983,1,0.146341,0.0,1,1,1,1,1,2.096051458205074
2631,1,0.04878,0.3,0,0,0,0,0,-2.604860525123646
1923,1,0.634146,0.65,0,0,1,0,0,-0.9539244806188176
4632,0,0.439024,0.45,0,0,1,0,0,-1.0584255481167508
1975,1,0.292683,0.6,1,1,1,1,1,2.406893657732369
5,1,0.390244,0.85,1,1,1,1,1,2.5557163193922463
670,1,0.365854,0.35,1,1,0,1,1,1.1487880790384013
5000,1,0.97561,0.15,1,1,1,1,1,2.5957294533853466
2392,1,0.658537,0.4,0,0,0,0,0,-2.2404446082074205
330,1,0.073171,0.7,1,1,0,1,1,1.1286693835289747
2413,1,0.02439,0.5,1,1,1,0,1,1.0510993744521273
2892,1,0.414634,1.0,0,1,1,1,1,1.401146867877448
789,1,0.439024,0.95,1,0,1,0,1,0.28577186538728405
3965,0,0.902439,0.3,1,1,0,1,1,1.4944982055373988
3961,1,0.04878,0.35,1,1,1,1,1,2.180010404205113
3925,0,0.585366,0.2,0,0,0,0,0,-2.2800116318212105
1835,1,0.02439,0.6,0,0,0,0,0,-2.5009915200319472
4971,1,0.682927,0.05,1,1,1,1,1,2.401209140390466
4202,1,0.414634,0.0,0,0,0,0,0,-2.5264711407833915
3940,1,0.756098,0.3,0,1,0,1,1,0.11072843159306389
1508,1,0.853659,0.7,1,1,1,1,1,2.7440728052812267
87,1,0.243902,0.5,0,0,0,0,0,-2.4227751149959365
2531,0,0.609756,0.65,0,0,0,0,0,-2.0916146868037173
1889,1,0.04878,0.15,0,0,0,0,0,-2.663317168880743
14,1,0.682927,0.7,0,0,0,0,0,-2.1105952369070344
4872,1,0.292683,0.6,1,1,0,0,0,0.03163264166736646
1925,1,0.146341,0.1,0,0,0,0,0,-2.6307192455537716
2806,0,0.658537,0.35,0,0,0,0,0,-2.1824867597308146
395,1,1.0,0.3,1,1,0,1,1,1.4671651897989024
816,1,0.317073,0.6,0,0,0,0,0,-2.344766351774063
699,1,0.634146,0.25,0,0,0,0,0,-2.3118953387743693
3952,1,0.243902,0.4,0,0,0,0,0,-2.4617347919442665
1919,1,0.707317,0.0,1,1,1,1,1,2.3947793414355685
2117,1,0.02439,0.45,1,1,1,1,1,2.2058356036468734
3706,1,0.341463,0.4,0,0,0,0,0,-2.409660206878607
431,1,0.97561,0.65,0,1,1,1,1,1.5638412508217012
3645,0,0.487805,1.0,0,1,0,1,1,0.3184854106395081
994,1,0.268293,0.45,0,1,0,0,0,-1.2666133379035198
1459,1,0.02439,0.2,0,0,0,0,0,-2.656852028064171
4904,1,0.268293,0.8,1,1,1,1,1,2.471447219145615
2680,1,0.536585,0.1,1,1,1,1,1,2.3427236157672278
3713,1,0.536585,0.3,0,0,0,0,0,-2.3444804856397536
996,0,0.317073,0.45,0,0,0,1,0,-1.1494709255341722
630,1,0.609756,0.25,1,1,1,1,1,2.4398885815980504
4882,1,0.634146,0.55,0,0,0,0,0,-2.195034817081556
4020,1,0.634146,0.6,1,1,1,1,1,2.588596633662166
3832,1,0.121951,0.65,0,0,1,0,0,-1.227133674072665
3800,1,0.414634,0.15,1,0,0,0,0,-1.2403388779191544
922,1,0.780488,0.85,1,1,0,1,1,1.5635892575199062
2190,1,0.04878,0.55,0,0,0,0,0,-2.5074506719839915
94,1,0.195122,0.7,1,1,0,1,1,1.1936621154632925
884,1,0.634146,0.7,0,0,0,0,0,-2.136621209999871
355,1,0.463415,0.25,1,1,1,1,1,2.361996458085385
641,1,0.268293,0.7,1,1,1,1,1,2.432684945790717
1309,1,0.585366,0.1,0,1,0,0,0,-1.2337354391054203
2803,1,0.585366,0.1,0,0,0,0,0,-2.396373459301225
4929,1,0.634146,0.35,1,0,0,1,1,0.13029628587767483
3562,1,0.463415,0.55,0,0,0,0,0,-2.2861406948621417
1297,1,0.682927,0.45,1,1,1,1,1,2.556397250634687
2043,1,0.097561,0.0,0,1,0,0,0,-1.5329472926902576
4703,0,0.097561,0.3,1,0,0,0,0,-1.2735249375661621
3395,1,0.04878,0.1,0,0,0,0,0,-2.6828042447534806
2960,1,0.487805,0.2,0,0,0,0,0,-2.4094773017658837
3476,1,0.536585,0.7,0,0,0,1,0,-1.0128469633974009
3738,1,0.195122,0.25,0,0,0,0,0,-2.5462213462284082
3399,1,0.170732,0.2,0,0,0,0,0,-2.578726116344047
3059,1,0.902439,0.5,1,1,1,1,1,2.6925227425697447
1380,0,0.926829,0.05,1,1,1,1,1,2.6108349028358715
3173,1,0.341463,0.15,0,0,0,0,0,-2.507072286409792
2188,1,0.487805,0.15,0,0,0,0,0,-2.4289602765026848
775,1,0.268293,0.4,1,1,1,1,1,2.316324612203216
4997,1,0.121951,0.15,0,0,0,0,0,-2.624253493876195
1518,1,0.073171,0.5,0,0,0,0,0,-2.513910136564119
3435,1,0.609756,0.2,0,0,0,0,0,-2.3443920551901107
4753,1,0.219512,0.6,0,0,0,1,0,-1.2208588444058035
3337,1,0.926829,0.5,1,1,1,1,1,2.705490134682747
2442,1,0.634146,0.55,0,0,0,0,0,-2.195034817081556
211,1,0.585366,0.1,0,1,0,0,0,-1.2337354391054203
4476,1,0.121951,0.6,1,1,1,1,1,2.315995649554197
4561,1,0.634146,0.45,0,1,0,0,0,-1.0714744129589115
481,1,0.0,0.4,0,1,1,0,0,-0.22738361361806358
4980,1,0.658537,0.05,1,1,1,1,1,2.3882278969311344
2485,1,0.829268,0.75,1,1,1,1,1,2.750470424185454
2296,1,0.756098,0.0,0,1,1,1,1,1.1945668462340748
3813,1,0.365854,0.0,0,1,0,0,0,-1.389783248414792
715,0,0.853659,0.4,1,1,1,1,1,2.7078507210353706
3697,1,0.512195,0.6,0,0,0,1,0,-1.064748240228308
3711,1,0.560976,0.95,1,0,0,1,1,0.32435297096382065
2554,1,0.195122,0.65,0,0,0,0,0,-2.390379941672978
691,1,0.560976,0.05,1,0,0,1,0,-0.025372695744732443
2588,1,0.365854,0.25,1,1,0,0,1,-0.0654114481189807
4655,1,0.95122,0.25,1,1,0,1,1,1.4217913977778762
386,0,0.487805,0.75,1,1,1,1,1,2.648941036161223
1059,1,1.0,0.7,1,1,1,1,1,2.821855206334428
4038,1,0.170732,0.5,1,1,0,1,1,1.1030353855851995
1747,1,0.414634,0.75,1,1,1,1,1,2.529946143549176
