,long_hair,forehead_width_cm,forehead_height_cm,nose_wide,nose_long,lips_thin,distance_nose_to_lip_long,gender,gender_predicted
2007,1,0.170732,0.25,1,1,1,0,1,1.0439884972514748
2750,1,0.95122,0.45,1,1,1,1,1,7.546223042879202
977,0,0.439024,0.6,1,1,1,1,1,5.70519254821534
4600,1,0.658537,0.05,0,1,0,0,0,-1.3721797964537514
1672,1,0.170732,0.15,0,1,1,1,1,1.0148943762652052
2004,1,0.121951,0.15,0,0,0,0,0,-2.0027595978962536
1572,1,0.243902,0.9,0,1,1,1,1,2.581365400398519
4419,1,0.512195,0.6,0,1,0,0,0,-1.2461770181480096
346,1,0.146341,0.05,0,0,0,0,0,-1.995612089589788
2160,1,0.95122,0.55,1,1,1,1,1,7.833565909164493
1972,0,0.097561,0.45,0,1,0,0,0,-1.83532231870807
4880,1,0.682927,0.3,0,0,0,0,0,-1.5039548561925526
2765,1,0.536585,0.3,1,1,1,1,1,5.345632804222813
4386,1,0.121951,0.1,0,0,0,0,0,-2.0031542122058728
1871,1,0.243902,0.25,1,0,0,0,0,-1.8006977158667754
2901,1,0.585366,0.25,1,1,1,1,1,5.424677726858199
895,1,0.390244,0.6,0,0,0,1,0,-1.3804402378826914
2148,1,0.268293,0.4,1,1,0,1,1,1.6442973653767168
3919,1,0.512195,0.85,1,1,1,0,1,2.933017765906628
4768,1,0.390244,0.65,0,0,0,0,0,-1.611961861432674
2177,1,0.414634,0.55,0,0,0,0,0,-1.7009367865749638
2835,1,0.97561,0.3,1,1,1,1,1,7.39304379821891
1140,1,0.634146,0.6,1,1,1,1,1,6.426793094604626
902,1,0.195122,0.55,0,0,0,0,0,-1.8030595067525184
1890,1,0.512195,0.05,1,1,1,0,1,1.5721166212280617
757,1,0.219512,0.55,0,0,1,0,0,-1.9804376189453365
4124,1,0.682927,0.0,0,1,0,0,0,-1.3094201844179278
3009,1,0.756098,0.4,1,1,1,1,1,6.359538333758435
3150,1,0.682927,0.7,0,1,0,0,0,-0.7543858839611077
2123,1,0.97561,0.75,1,0,1,1,1,4.479085862869946
3913,1,0.707317,0.5,1,1,1,1,1,6.396157753395279
1043,1,0.073171,0.6,0,0,0,0,0,-1.7534525114221922
2877,0,0.512195,0.95,1,1,0,0,1,1.1220192926371748
2025,1,0.268293,0.5,1,1,1,1,1,5.272546168643977
2133,1,0.317073,0.1,0,0,0,0,0,-1.9375407450196183
4348,0,0.121951,0.4,0,0,0,1,0,-1.6144485417810537
1371,1,0.317073,0.4,0,0,1,0,0,-1.963515412155371
2446,1,0.317073,0.55,0,0,1,0,0,-1.8766360668145854
4270,1,0.682927,0.3,0,0,0,0,0,-1.5039548561925526
1094,1,0.317073,0.2,0,1,1,0,0,-1.056193555415674
709,1,0.682927,0.4,0,0,0,0,0,-1.4666755958429034
861,1,0.317073,0.1,0,0,0,1,0,-1.970457879839818
433,1,0.146341,0.05,1,1,1,1,1,4.531823676434916
20,1,0.780488,0.6,1,1,1,1,1,7.048183587510431
2102,1,0.97561,1.0,1,1,1,1,1,10.157582278154903
2925,1,0.634146,0.3,0,1,0,0,0,-1.3640319059009847
2288,1,0.926829,0.25,0,1,1,1,1,3.3515006343251073
1549,0,0.804878,0.25,1,0,1,1,1,3.183900447936274
3142,1,0.512195,0.55,0,0,0,0,0,-1.608412598204807
4276,0,0.292683,0.65,0,0,0,0,0,-1.7625149038439636
4062,1,0.658537,0.35,0,0,0,0,0,-1.5305417495852554
2450,1,0.097561,0.3,0,0,0,0,0,-1.9739606147796602
1494,1,0.268293,0.5,0,0,0,0,0,-1.827825715557817
3623,1,0.780488,0.85,1,1,1,0,1,3.87492136102535
4927,0,0.439024,0.0,0,1,0,0,0,-1.7337931904379036
2753,1,0.219512,0.9,1,1,1,1,1,6.941741279314529
2579,0,0.97561,0.4,0,1,1,1,1,3.8179995869956955
3534,1,0.658537,0.35,0,0,0,1,0,-1.3960092483629378
1099,1,0.097561,0.0,0,0,0,0,0,-1.9943688060193934
2561,1,0.585366,0.45,0,0,0,0,0,-1.5932705275207704
4064,1,0.804878,0.1,0,0,1,1,1,0.34842581115287663
4711,0,0.634146,0.25,0,0,0,0,0,-1.7341399388195977
307,1,0.682927,1.0,1,1,1,1,1,8.60534176000888
3343,1,0.707317,0.65,0,0,0,0,0,-1.2163576030646894
1205,1,0.536585,0.55,0,0,0,1,0,-1.3183044136363575
4410,1,0.609756,0.3,1,1,1,1,1,5.5783740410498055
4185,1,0.634146,0.4,0,0,0,0,0,-1.5487100604834994
2187,1,0.439024,0.75,1,1,1,1,1,6.470427320532828
3583,1,0.414634,0.5,1,0,1,1,1,1.6958362205373176
1132,1,0.121951,0.5,1,1,1,0,1,1.3491607162507853
1307,1,0.878049,0.8,1,1,1,1,1,8.411634115083189
1900,1,0.268293,0.25,1,1,1,1,1,4.753947727825402
584,1,0.268293,0.05,0,0,0,0,0,-1.9571451726937499
403,1,1.0,0.9,1,0,1,0,1,2.2492027250713718
2710,0,0.439024,0.45,0,0,0,1,0,-1.3694481603550375
43,1,0.02439,0.55,0,0,0,0,0,-1.799571566355973
561,0,0.146341,0.35,0,0,0,0,0,-1.8801762292047017
1748,1,0.756098,0.45,1,1,1,1,1,6.478046466864846
3013,1,0.536585,0.55,0,1,1,1,1,2.0180641932925543
2626,1,0.658537,0.55,0,0,0,1,0,-1.1106709494983176
2258,1,0.682927,0.6,0,1,0,0,0,-0.934657168534641
4917,1,0.414634,0.4,1,0,1,1,1,1.5027379044493734
2290,1,0.341463,0.65,1,1,1,0,1,1.9130345908456876
2093,0,0.219512,0.2,0,0,0,0,0,-1.8903695121439985
675,1,0.414634,0.65,0,0,0,0,0,-1.5941052553778525
3387,1,0.341463,0.4,0,1,0,0,0,-1.6881949779171677
3107,1,0.414634,0.35,1,0,0,0,0,-1.6546918082169613
337,1,0.780488,0.8,1,1,1,1,1,7.896450575926625
4446,1,0.219512,0.3,0,1,0,0,0,-1.835247436823296
2782,1,0.390244,0.25,1,1,1,1,1,4.927612932079617
1839,1,0.512195,0.5,0,0,0,0,0,-1.6503020491981175
1402,1,0.560976,0.45,0,0,0,1,0,-1.4443740015895474
3436,1,0.073171,0.35,0,0,0,0,0,-1.9525822859963988
3816,1,0.658537,0.2,1,1,1,1,1,5.628453665380318
1643,0,0.585366,0.3,1,1,0,0,1,-0.35306515371172464
392,0,0.268293,0.3,1,1,1,1,1,4.661357828780286
167,1,0.04878,0.15,1,1,1,1,1,4.580527555998611
2116,1,0.634146,0.45,0,0,0,0,0,-1.5207823997174985
4451,1,0.414634,0.05,0,0,0,0,0,-1.8605370125980514
4257,1,0.707317,0.05,0,1,1,1,1,2.2700946396511728
4903,1,0.463415,0.6,0,1,0,0,0,-1.3101549430304
3333,1,0.536585,0.45,1,0,0,0,0,-1.426830649352325
3956,1,0.926829,0.45,1,0,1,1,1,3.352018386802737
4843,1,0.097561,0.25,0,0,0,0,0,-1.9892598354467386
769,0,0.365854,0.45,0,0,0,0,0,-1.8258516879921474
2731,1,0.487805,0.4,1,1,0,0,1,-0.1420806359316782
4049,0,0.707317,0.4,1,1,1,1,1,6.179390680181491
1204,1,0.170732,0.45,1,1,1,1,1,5.071127473788584
974,1,0.463415,0.45,0,0,0,0,0,-1.7363760392025323
1331,1,0.560976,0.4,1,0,0,0,0,-1.4690376765749809
1395,1,0.487805,0.25,1,0,0,0,0,-1.698098001223811
623,1,0.195122,0.35,1,0,0,0,0,-1.7013183117411625
3392,1,0.487805,0.5,1,1,1,1,1,5.655855722374007
1592,1,0.146341,0.75,1,0,1,1,1,2.192055873858988
161,1,0.634146,0.75,1,1,1,1,1,7.035562498774205
2990,1,0.146341,0.35,0,0,0,0,0,-1.9506325628174654
1164,1,0.731707,0.7,1,1,0,1,1,3.4189441240590193
139,1,0.439024,0.25,1,0,1,1,1,1.3599076697531998
4018,1,0.682927,0.95,1,1,1,0,1,3.896653305243611
3822,1,0.195122,0.85,1,1,1,1,1,6.651193801871823
3515,1,0.121951,0.65,0,0,1,0,0,-1.9369974745497456
853,1,0.219512,0.35,0,0,0,0,0,-1.9368584762840897
3660,1,0.365854,0.3,0,0,0,0,0,-1.88632127365324
1357,1,0.926829,0.4,0,1,1,1,1,3.465684080771221
4373,1,0.902439,0.2,1,1,1,1,1,6.8096992978170245
2173,1,0.0,0.0,1,0,0,1,0,-0.9985936035867606
1364,0,0.317073,0.35,0,0,0,0,0,-1.859703197561577
1949,1,0.439024,0.5,1,1,1,1,1,5.541102674858664
531,1,0.487805,0.0,0,0,0,0,0,-1.7770527177641966
1377,1,0.317073,0.9,0,1,1,1,1,2.6575736089482205
1339,1,0.512195,0.4,0,0,1,0,0,-1.62154004486496
4931,1,0.780488,0.1,0,1,1,1,1,2.573068324516567
2220,1,0.560976,0.7,0,1,0,0,0,-0.9891611683104793
1435,1,0.707317,0.55,0,1,0,0,0,-0.9539654989618342
596,1,0.097561,0.35,0,0,0,0,0,-1.9531630990852973
2822,1,0.195122,0.85,1,1,1,1,1,6.651193801871823
2872,1,0.146341,0.0,1,1,1,1,1,4.530295469962505
4154,1,0.219512,0.7,0,0,0,1,0,-1.2271137084233055
2203,1,0.097561,0.7,0,1,0,1,0,-0.16385983210501576
4031,0,0.560976,0.1,1,1,1,1,1,5.230200550265559
3998,1,0.390244,0.4,1,1,1,1,1,5.189721251417172
2089,1,0.146341,0.0,0,1,0,0,0,-1.9371853079782981
162,1,0.707317,0.05,1,1,1,1,1,5.742412628751429
3877,1,0.512195,0.25,0,0,0,0,0,-1.7645021586486787
850,1,0.146341,0.05,0,1,0,0,0,-1.9386484981561931
3130,1,0.195122,0.65,0,0,0,0,0,-1.6919303297738644
4605,1,0.902439,0.7,0,1,1,1,1,3.9240707275830906
2259,1,0.365854,0.1,0,0,0,0,0,-1.905930929941024
153,0,0.268293,0.85,1,1,0,1,1,2.554319674017194
2247,1,0.463415,0.25,0,0,0,0,0,-1.8168758906439635
4886,1,0.365854,0.05,1,1,0,1,1,0.9846583590659375
2968,1,0.902439,0.25,1,1,1,1,1,6.866769311643774
1874,1,0.365854,0.45,1,1,1,1,1,5.266017575797143
3837,1,0.658537,0.25,1,1,1,1,1,5.685017911847265
652,1,0.195122,0.3,1,0,0,0,0,-1.753812467105463
3431,1,0.146341,0.35,1,1,0,1,1,1.536360783733083
436,1,0.780488,0.7,1,1,1,1,1,7.436642902317262
4069,1,0.390244,0.35,1,1,1,1,1,5.086844144150154
117,1,0.707317,0.5,0,0,0,0,0,-1.3604194832843723
4485,0,0.04878,0.5,0,1,1,1,1,1.2714373188995767
2132,0,0.121951,0.75,1,1,1,1,1,5.571526655450263
2639,1,0.0,0.05,0,1,0,0,0,-1.929912016059643
2085,1,0.95122,0.05,1,1,1,1,1,7.021748307106433
1568,1,0.536585,0.0,1,1,1,1,1,5.134359212058788
274,1,0.390244,0.45,1,1,1,1,1,5.308528399224725
250,1,0.390244,0.6,0,0,1,1,0,-0.3747798137573064
3692,1,0.512195,0.5,0,0,0,0,0,-1.6503020491981175
676,1,0.707317,0.3,0,0,0,0,0,-1.4591251444289726
134,1,0.073171,0.6,1,0,0,0,1,-1.268483113412981
556,1,0.243902,0.3,1,1,1,1,1,4.80379088808216
3795,1,0.365854,0.85,0,1,1,1,1,2.5242431674571377
845,0,0.536585,0.3,1,1,1,1,1,5.349688881786996
3045,1,0.365854,0.3,0,0,0,0,0,-1.88632127365324
953,0,0.658537,0.2,1,0,0,0,0,-1.4488320802049541
1887,1,0.487805,0.2,0,0,0,0,0,-1.79786825194034
874,1,0.04878,0.35,1,1,1,1,1,4.847153585485463
1174,1,0.195122,0.2,0,0,0,1,0,-1.965054926332873
4105,1,0.682927,0.2,0,0,0,0,0,-1.5192027139117281
1294,1,0.243902,0.3,0,0,0,0,0,-1.9484788824917632
314,1,0.926829,0.45,1,1,1,1,1,7.394509310532184
443,1,0.365854,0.3,1,1,1,1,1,4.9568048923991554
1743,1,0.073171,0.5,0,0,0,0,0,-1.85308268958096
2855,1,0.853659,1.0,1,1,1,1,1,9.419702170202605
4644,1,0.512195,0.45,1,1,0,1,1,1.9723563170051746
814,1,0.926829,0.65,1,1,1,1,1,8.036319967475436
4707,1,0.682927,0.5,0,0,1,0,0,-1.127852756481479
4909,1,0.0,0.25,0,0,1,0,0,-2.2116714462318345
4129,1,0.073171,0.15,1,1,1,1,1,4.574175395887442
2743,1,0.219512,0.7,1,0,1,0,1,-0.4870683756944518
3113,1,0.170732,0.25,1,1,1,1,1,4.685808307706385
4933,1,0.707317,0.7,0,0,1,1,1,0.7052702761749003
1817,1,1.0,0.0,1,0,1,1,1,3.4090526439312554
2476,1,0.146341,0.55,0,0,0,0,0,-1.808552519937213
3707,1,0.04878,0.0,0,0,0,0,0,-1.9965610740240993
4003,1,0.04878,0.0,0,1,0,0,0,-1.9396626167315383
2204,1,0.439024,0.4,0,1,1,1,1,1.530285504081124
3307,0,0.682927,0.7,1,1,1,1,1,6.900580071789367
2295,1,0.853659,0.6,1,1,1,0,1,3.435935522266044
766,1,0.95122,0.55,1,0,1,1,1,3.7095571263232308
4815,1,0.219512,0.2,1,0,1,1,1,1.0574828399147433
4071,1,0.487805,0.05,0,0,1,0,0,-1.5890590815877232
2671,1,0.585366,0.0,1,1,1,1,1,5.285281342692322
1740,1,0.560976,0.65,0,0,0,0,0,-1.4450471288111593
1514,1,0.146341,0.3,0,0,0,0,0,-1.970820946283972
2121,0,0.463415,0.0,0,0,1,1,1,-0.14982807798255937
209,1,0.073171,0.2,0,0,1,0,0,-2.1830003026101297
1693,1,0.292683,0.1,0,0,0,0,0,-1.950889985556918
4406,1,0.585366,0.8,1,0,1,1,1,3.019254923669298
4656,1,0.658537,0.4,1,1,1,1,1,5.945882255441978
1512,1,0.707317,0.6,1,0,0,1,1,0.18195385138132947
2435,1,0.170732,0.5,1,1,1,1,1,5.207273408268296
2044,1,0.487805,0.75,1,1,0,1,1,3.159607758330323
350,1,0.195122,0.15,0,0,0,1,0,-1.9894396563466685
751,1,0.292683,0.15,0,0,0,0,0,-1.9524306780970426
2372,1,0.512195,0.45,1,1,1,1,1,5.585072872588002
2717,0,0.04878,0.15,0,0,0,0,0,-1.8996606644855156
3351,1,0.634146,0.25,1,1,1,1,1,5.593588036855092
2893,1,0.02439,0.6,0,1,0,0,0,-1.4661659746449631
253,0,0.414634,0.9,1,0,1,1,1,3.5620533733442703
177,1,0.146341,0.2,1,1,1,1,1,4.619927017956227
2851,1,0.682927,0.25,1,1,1,0,1,2.1606159814064863
320,1,0.560976,0.5,0,0,0,0,0,-1.5913489145749962
558,1,0.560976,0.4,0,0,0,0,0,-1.6544905767763622
3872,1,0.634146,0.75,1,1,1,1,1,7.035562498774205
4308,1,0.268293,0.5,0,0,0,0,0,-1.827825715557817
4006,1,0.292683,0.8,1,1,1,1,1,6.470252549836459
490,1,0.243902,0.85,1,0,0,1,1,0.6848720207490846
3138,1,0.463415,0.7,0,0,0,0,0,-1.4881467264016783
1612,1,0.243902,0.15,0,0,0,0,0,-1.9739575973674648
4072,1,0.243902,0.6,0,1,1,1,0,1.5904598481916867
28,1,1.0,0.3,1,1,1,0,1,3.775097651083089
3694,1,0.170732,0.5,0,0,1,0,0,-2.0578229696207204
1247,1,0.317073,0.5,0,0,0,0,0,-1.806623831264595
1302,1,0.243902,0.7,0,0,0,0,0,-1.6152750321232208
3613,1,0.317073,0.4,1,1,1,1,1,5.074297427820714
1215,1,0.463415,0.15,1,0,0,0,0,-1.782674541677009
1757,0,0.097561,0.95,1,1,1,0,1,2.4791706013658126
4319,1,0.390244,0.6,0,0,0,0,0,-1.6692843278991791
1011,1,0.097561,0.8,1,0,1,1,1,2.3865129984202516
2818,0,0.243902,0.1,0,1,0,0,0,-1.8547629241329093
3425,1,0.341463,0.0,0,0,0,0,0,-1.906147980104859
1422,1,1.0,0.75,1,1,1,0,1,4.683987215672445
2032,0,0.243902,0.7,0,1,1,1,1,1.8262303214825786
4470,0,0.634146,0.8,1,1,1,1,1,7.0812227400006265
1319,0,0.487805,0.1,0,0,0,0,0,-1.8309202357168262
2510,1,0.609756,0.65,1,1,1,1,1,6.525352706538303
782,0,0.292683,0.15,0,0,0,0,0,-1.883573434721536
728,0,1.0,0.6,1,0,0,1,1,1.284591366744424
4275,1,0.04878,0.45,0,0,0,0,0,-1.890196311551291
1625,1,0.04878,1.0,1,1,1,0,1,3.055974630719056
437,0,0.463415,0.0,0,0,0,1,0,-1.5673072961553929
3290,0,0.219512,0.65,0,0,0,0,0,-1.774388196960098
4089,1,0.512195,0.4,1,0,0,0,0,-1.5201055710784859
1504,0,0.878049,0.8,1,1,0,1,1,3.801156675980334
4448,1,0.073171,0.2,0,0,1,0,0,-2.1830003026101297
1310,1,0.121951,0.6,0,0,1,0,0,-1.9963450946177088
369,1,0.585366,0.2,0,0,0,0,0,-1.6760196087933057
1912,1,0.170732,0.3,1,1,1,1,1,4.7588819730311
4112,1,0.121951,0.4,0,0,0,1,0,-1.7785406868294618
1908,0,0.317073,0.3,1,0,0,0,0,-1.6055420721762004
2888,1,0.487805,0.3,0,0,0,0,0,-1.7803165029816914
3260,1,0.02439,0.55,0,0,0,0,0,-1.799571566355973
397,1,0.268293,0.95,0,1,1,1,1,2.8239798007174532
4389,0,0.682927,0.7,1,1,1,1,1,6.900580071789367
1802,1,0.487805,0.5,1,1,1,1,1,5.655855722374007
2460,1,0.853659,0.5,1,1,0,1,1,2.9984670581566175
3409,1,0.390244,0.3,0,0,0,0,0,-1.8688276361267175
1171,1,0.390244,0.7,0,0,0,0,0,-1.5469188635944735
4940,0,0.609756,0.0,0,0,0,0,0,-1.7714114614436016
4878,1,0.195122,0.2,0,1,1,0,0,-1.2008278463954511
322,1,0.243902,0.4,0,0,0,0,0,-1.9045176192576443
1822,1,0.292683,0.9,1,1,1,1,1,7.005113790782673
195,1,0.585366,0.25,0,0,0,0,0,-1.6704823086439122
1989,1,0.0,0.5,0,0,0,0,0,-1.8415526504290867
476,1,0.317073,0.55,1,1,1,1,1,5.480639047780148
4664,1,0.268293,0.7,1,1,1,0,1,1.960631502132303
3734,1,0.902439,0.25,1,1,1,1,1,6.866769311643774
1457,1,0.756098,0.6,1,1,1,0,1,2.98013919000816
3217,1,0.292683,0.2,0,0,0,0,0,-1.9494202297694712
290,1,0.902439,0.05,1,1,1,1,1,6.725249832499657
1712,1,0.463415,0.5,0,1,0,0,0,-1.4564158902968152
4960,1,0.243902,0.95,1,1,1,1,1,7.2550323543132365
169,1,0.341463,0.75,1,1,1,1,1,6.293855967060452
4273,1,0.487805,0.4,0,0,1,0,0,-1.6740801710975215
3473,1,0.243902,0.75,1,0,1,1,1,2.233752193877866
1177,1,0.463415,0.15,0,1,0,0,0,-1.706694009943981
1677,1,0.195122,0.2,1,0,1,0,0,-1.002666358830102
840,1,0.341463,0.75,1,1,1,1,1,6.293855967060452
1242,1,0.365854,0.2,0,1,1,1,1,1.2450699603197593
2994,1,0.02439,0.25,0,0,0,0,0,-1.9860301528775872
2048,1,0.804878,0.05,1,1,1,1,1,6.193999874386899
2953,1,0.707317,0.0,0,0,0,0,0,-1.4482717677998393
289,1,0.707317,0.1,0,0,0,1,0,-1.4499276468470952
921,1,0.414634,0.35,0,0,0,1,0,-1.7432977748414602
430,1,0.073171,0.15,0,0,0,0,0,-2.0053212468567687
1358,1,0.219512,0.45,0,0,0,0,0,-1.8804139123584718
4440,1,0.731707,0.0,1,1,1,1,1,5.84816079572866
2252,1,0.0,0.2,0,0,0,0,0,-1.994232850620823
1726,1,0.560976,0.5,0,0,1,0,0,-1.4645388602683216
64,1,0.609756,0.7,0,0,0,0,0,-1.3146871211333577
455,1,0.243902,0.7,0,0,0,0,0,-1.6152750321232208
1313,1,0.780488,0.5,0,0,1,1,1,0.5567463652749867
1660,1,0.560976,0.3,0,0,0,0,0,-1.693074561037056
4946,0,0.02439,0.55,0,0,0,0,0,-1.830855740280218
4710,1,0.463415,0.05,0,0,0,0,0,-1.8143759419186383
2211,0,0.04878,0.8,1,1,0,1,1,2.202459473970444
1256,1,0.731707,0.0,0,1,1,1,1,2.406928222350882
954,1,0.219512,0.35,1,0,0,0,0,-1.703587117424454
23,0,0.195122,0.45,1,1,0,1,1,1.2074517282678996
1996,1,0.341463,0.3,0,0,0,0,0,-1.9020616496544551
1585,1,0.487805,0.45,1,1,1,1,1,5.521066520572342
3611,1,0.02439,0.05,1,1,1,0,1,0.9395833834853486
3883,1,0.658537,0.8,1,1,1,0,1,3.1960240407042364
3514,1,0.04878,0.0,1,0,0,0,0,-1.8690532782144231
4943,1,0.780488,0.4,1,1,1,1,1,6.475173081026615
3827,1,0.341463,0.45,0,1,0,0,0,-1.6356128386627165
1152,1,0.756098,0.3,1,1,1,1,1,6.170013326196912
6,1,0.95122,0.55,1,1,1,0,1,3.8509266254170202
1188,1,0.634146,0.3,0,0,0,0,0,-1.586460320025294
4558,1,0.756098,0.35,1,1,0,0,1,0.27902986710127253
1855,1,0.439024,0.4,1,1,1,1,1,5.287541050023799
3048,1,0.609756,0.35,1,1,1,0,1,1.9862876082258278
4239,1,0.585366,0.15,0,0,0,0,0,-1.6766842104699202
1467,1,0.585366,0.75,1,1,1,1,1,6.866784447529591
3111,0,0.317073,0.05,0,0,0,0,0,-1.8821846407859915
2983,1,0.146341,0.0,1,1,1,1,1,4.530295469962505
2631,1,0.04878,0.3,0,0,0,0,0,-1.9722777027157417
1923,1,0.634146,0.65,0,0,1,0,0,-1.1428503931158618
4632,0,0.439024,0.45,0,0,1,0,0,-1.2425492779175258
1975,1,0.292683,0.6,1,1,1,1,1,5.619548064685343
5,1,0.390244,0.85,1,1,1,1,1,6.870480615948809
670,1,0.365854,0.35,1,1,0,1,1,1.5374635151024068
5000,1,0.97561,0.15,1,1,1,1,1,7.220565538813398
2392,1,0.658537,0.4,0,0,0,0,0,-1.508876497362333
330,1,0.073171,0.7,1,1,0,1,1,2.857145815482951
2413,1,0.02439,0.5,1,1,1,0,1,1.3358066341592507
2892,1,0.414634,1.0,0,1,1,1,1,3.268751187206577
789,1,0.439024,0.95,1,0,1,0,1,0.48106107776635376
3965,0,0.902439,0.3,1,1,0,1,1,2.3994063023407812
3961,1,0.04878,0.35,1,1,1,1,1,4.847153585485463
3925,0,0.585366,0.2,0,0,0,0,0,-1.7731444719272478
1835,1,0.02439,0.6,0,0,0,0,0,-1.7455595190607296
4971,1,0.682927,0.05,1,1,1,1,1,5.6415903133655725
4202,1,0.414634,0.0,0,0,0,0,0,-1.8497125224462414
3940,1,0.756098,0.3,0,1,0,1,1,-0.21530070137549884
1508,1,0.853659,0.7,1,1,1,1,1,7.814868112000166
87,1,0.243902,0.5,0,0,0,0,0,-1.8360193819975943
2531,0,0.609756,0.65,0,0,0,0,0,-1.6201148264896341
1889,1,0.04878,0.15,0,0,0,0,0,-2.004881605430974
14,1,0.682927,0.7,0,0,0,0,0,-1.1973070158198198
4872,1,0.292683,0.6,1,1,0,0,0,0.24761226976998385
1925,1,0.146341,0.1,0,0,0,0,0,-1.9997513648325467
2806,0,0.658537,0.35,0,0,0,0,0,-1.6976850888162405
395,1,1.0,0.3,1,1,0,1,1,3.022481260338328
816,1,0.317073,0.6,0,0,0,0,0,-1.712540223182326
699,1,0.634146,0.25,0,0,0,0,0,-1.5969164783808285
3952,1,0.243902,0.4,0,0,0,0,0,-1.9045176192576443
1919,1,0.707317,0.0,1,1,1,1,1,5.742586801971216
2117,1,0.02439,0.45,1,1,1,1,1,5.083893592305561
3706,1,0.341463,0.4,0,0,0,0,0,-1.8600603116758188
431,1,0.97561,0.65,0,1,1,1,1,4.224762592966574
3645,0,0.487805,1.0,0,1,0,1,1,0.27917459356945074
994,1,0.268293,0.45,0,1,0,0,0,-1.6790181874986372
1459,1,0.02439,0.2,0,0,0,0,0,-1.997127579128553
4904,1,0.268293,0.8,1,1,1,1,1,6.444881984475197
2680,1,0.536585,0.1,1,1,1,1,1,5.147811993869819
3713,1,0.536585,0.3,0,0,0,0,0,-1.724242230105876
996,0,0.317073,0.45,0,0,0,1,0,-1.4736170422697776
630,1,0.609756,0.25,1,1,1,1,1,5.50682587014448
4882,1,0.634146,0.55,0,0,0,0,0,-1.4452381172457556
4020,1,0.634146,0.6,1,1,1,1,1,6.426793094604626
3832,1,0.121951,0.65,0,0,1,0,0,-1.9369974745497456
3800,1,0.414634,0.15,1,0,0,0,0,-1.8154804581797679
922,1,0.780488,0.85,1,1,0,1,1,4.3444402086887415
2190,1,0.04878,0.55,0,0,0,0,0,-1.8037641599935352
94,1,0.195122,0.7,1,1,0,1,1,2.7825550319900727
884,1,0.634146,0.7,0,0,0,0,0,-1.2779475943405711
355,1,0.463415,0.25,1,1,1,1,1,5.081400595757616
641,1,0.268293,0.7,1,1,1,1,1,5.98363321119219
1309,1,0.585366,0.1,0,1,0,0,0,-1.521456736311907
2803,1,0.585366,0.1,0,0,0,0,0,-1.6727928934636498
4929,1,0.634146,0.35,1,0,0,1,1,-0.5512956931154562
3562,1,0.463415,0.55,0,0,0,0,0,-1.6586655926213998
1297,1,0.682927,0.45,1,1,1,1,1,6.16047703014077
2043,1,0.097561,0.0,0,1,0,0,0,-1.9419211615534866
4703,0,0.097561,0.3,1,0,0,0,0,-1.644567566813396
3395,1,0.04878,0.1,0,0,0,0,0,-2.006232881255733
2960,1,0.487805,0.2,0,0,0,0,0,-1.79786825194034
3476,1,0.536585,0.7,0,0,0,1,0,-0.9978853782151397
3738,1,0.195122,0.25,0,0,0,0,0,-1.9765731130021889
3399,1,0.170732,0.2,0,0,0,0,0,-1.9909292739076454
3059,1,0.902439,0.5,1,1,1,1,1,7.383275911732708
1380,0,0.926829,0.05,1,1,1,1,1,6.873799051621111
3173,1,0.341463,0.15,0,0,0,0,0,-1.924588532108994
2188,1,0.487805,0.15,0,0,0,0,0,-1.7991790777231447
775,1,0.268293,0.4,1,1,1,1,1,5.017639422740304
4997,1,0.121951,0.15,0,0,0,0,0,-2.0027595978962536
1518,1,0.073171,0.5,0,0,0,0,0,-1.85308268958096
3435,1,0.609756,0.2,0,0,0,0,0,-1.640218640979728
4753,1,0.219512,0.6,0,0,0,1,0,-1.4534567088979027
3337,1,0.926829,0.5,1,1,1,1,1,7.529786655817793
2442,1,0.634146,0.55,0,0,0,0,0,-1.4452381172457556
211,1,0.585366,0.1,0,1,0,0,0,-1.521456736311907
4476,1,0.121951,0.6,1,1,1,1,1,5.5203509331056235
4561,1,0.634146,0.45,0,1,0,0,0,-1.2394298435409237
481,1,0.0,0.4,0,1,1,0,0,-1.2571249799699533
4980,1,0.658537,0.05,1,1,1,1,1,5.5454976131172415
2485,1,0.829268,0.75,1,1,1,1,1,7.9046200499751755
2296,1,0.756098,0.0,0,1,1,1,1,2.5154221439063575
3813,1,0.365854,0.0,0,1,0,0,0,-1.8186262122591894
715,0,0.853659,0.4,1,1,1,1,1,6.896176714333317
3697,1,0.512195,0.6,0,0,0,1,0,-1.2551676048390767
3711,1,0.560976,0.95,1,0,0,1,1,1.3245372036392666
2554,1,0.195122,0.65,0,0,0,0,0,-1.6919303297738644
691,1,0.560976,0.05,1,0,0,1,0,-0.9927186040076801
2588,1,0.365854,0.25,1,1,0,0,1,-0.5619795668636709
4655,1,0.95122,0.25,1,1,0,1,1,2.686933865085608
386,0,0.487805,0.75,1,1,1,1,1,6.356781629913019
1059,1,1.0,0.7,1,1,1,1,1,8.712758190044738
4038,1,0.170732,0.5,1,1,0,1,1,1.979996198129034
1747,1,0.414634,0.75,1,1,1,1,1,6.419884500531731
592,1,0.439024,0.5,1,1,1,1,1,5.541102674858664
3109,1,0.634146,0.0,0,0,0,0,0,-1.5776787476010128
4305,1,0.560976,0.45,0,0,0,1,0,-1.4443740015895474
